cat_id,url_old,cat_name_old,age_old,gender_old,cafe_cat_old,kid_approved_old,dog_approved_old,companion_cat_old,bonded_pair_old,single_cat_old,type_old,description_old,system_import_at_old,url_new,cat_name_new,age_new,gender_new,cafe_cat_new,kid_approved_new,dog_approved_new,companion_cat_new,bonded_pair_new,single_cat_new,type_new,description_new,system_import_at_new,was_url_modified,was_cat_name_modified,was_age_modified,was_gender_modified,was_cafe_cat_modified,was_kid_approved_modified,was_dog_approved_modified,was_companion_cat_modified,was_bonded_pair_modified,was_single_cat_modified,was_type_modified,was_description_modified,was_modified,change_type
19061854,https://catcafebk.com/our-cats/?cat=19061854,Blithedale & Carbuncle,"8 Months 28 Days "," Female",False,True,True,False,True,False,"Domestic Short Hair ","Blithedale Romance is a charming and snuggly calico. She is full of energy for play time and then is ready for a cuddle — she will let you pick her up, she may sleep on your legs or up against you. The Great Carbuncle is a bit more cautious and protective than her counterpart, but once you get through that thin layer of sass she’s just like her purring machine sister and melts into a love bug. She loves a donut bed and other cats.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18948728,https://catcafebk.com/our-cats/?cat=18948728,Bluto & Popeye,"7 Months 5 Days ",,False,False,False,False,True,False,"Domestic Short Hair ","Popeye and Bluto are a beautiful bonded sibling pair. Popeye is a playful and friendly male in a dapper tuxedo. He is very friendly and playful and purrs instantly when you scratch his neck. Bluto is petite with a gorgeous tortoiseshell coat. She is still working on being as brave as her brother, but treats will quickly win her over and she is quick to purr when held. Bluto has come a long way and will definitely continue to come out of her shell with patience and snacks. This sweet pair would do best in a patient and quiet household without children.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,row_deleted
17834315,https://catcafebk.com/our-cats/?cat=17834315,Bobsled,"2 Years 11 Months "," Male",False,True,False,True,False,True,"Domestic Short Hair ","Bobsled is a kind and quirky tuxedo who loves to follow you around while headbutting your legs and purring. This social guy will hang with you as you work from home or cook in the evening. He enjoys pets on the chin, behind the ears and on his back and very much appreciates scritches near the tail. He is happy as a single cat, but also does very well with a companion.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18986895,https://catcafebk.com/our-cats/?cat=18986895,Broomstick & Candelabra,"6 Months 25 Days "," Male",False,True,True,False,True,False,"Domestic Short Hair ","Are you looking for playful, snuggly, silly kittens? If so, these sweet boys might be your perfect match! Although they can be a little skittish while settling into a new place, Broomstick and Candelabra will transform into rambunctious, snuggly little furbabies as soon as they’re comfortable. Candelabra has earned the nickname “Lawnmower” with his foster family due to how loudly he purrs. He’s also not afraid to speak up, and he will let you know with his squeaky little mew when it’s time to play or give him snuggles (which is often!). At night, once he’s gotten his zoomies out with his brother, he likes to settle in for some snuggles on his foster mom’s legs. Broomstick is a little more shy, but if you’re patient (and generous with Churus, his favorite treats) he’ll be happy to play and accept some pets from you. These boys absolutely adore one another, and it’s so fun to watch them play and snuggle, and so gratifying to be let in on the fun once you’ve earned their trust!",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18578528,https://catcafebk.com/our-cats/?cat=18578528,Butterhead & Mesclun,"9 Months 22 Days "," Female",False,True,True,False,True,False,"Domestic Short Hair ","Mesclun and Butterhead are two active sisters who love to wrestle and zoom around the home. After play time, you can catch them snuggling up for a nap in the sun. Butterhead (black & white) will happily greet you at the door after a long day of work. She’ll then bribe you for scritches by stretching out on the floor and flashing her cutest poses. Butterhead can keep herself entertained for hours with a turntable ball toy and plush toys. Don’t mind if Butterhead joins you on a Netflix binge — she particularly enjoys watching football and nature documentaries. Mesclun is a bit more on the mellow side, but that doesn’t stop her sweet personality from shining. She is very curious, so she can typically be found in a box or paperbag that you have lying around. Her favorite activity is chasing a laser toy around the home and finding the best cuddle spots.",2023-02-27 22:49:46+00:00,https://catcafebk.com/our-cats/?cat=18578528,Butterhead & Mesclun,"1 Year 2 Months "," Female",False,True,True,False,True,False,"Domestic Short Hair ","Mesclun and Butterhead are two active sisters who love to wrestle and zoom around the home. After play time, you can catch them snuggling up for a nap in the sun. Butterhead (black & white) will happily greet you at the door after a long day of work. She’ll then bribe you for scritches by stretching out on the floor and flashing her cutest poses. Butterhead can keep herself entertained for hours with a turntable ball toy and plush toys. Don’t mind if Butterhead joins you on a Netflix binge — she particularly enjoys watching football and nature documentaries. Mesclun is a bit more on the mellow side, but that doesn’t stop her sweet personality from shining. She is very curious, so she can typically be found in a box or paperbag that you have lying around. Her favorite activity is chasing a laser toy around the home and finding the best cuddle spots.",2023-07-08 17:08:34+00:00,False,False,True,False,False,False,False,False,False,False,False,False,True,row_modified
19047168,https://catcafebk.com/our-cats/?cat=19047168,Capitan,"2 Years 0 Months "," Male",True,False,False,True,False,True,"Domestic Short Hair ","Have no fear, the Capitan is here and ready for chin scratches and belly pats! This very vocal mate loves patrolling the room and standing directly in front of you for pets. He has been known to lay atop of important documents and block Netflix shows. He is a very active and playful and loves pouncing on objects and demonstrating his prey skills. Finding Capitan after work is a delight, for he will always meet you meowing and asking for pets.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18986834,https://catcafebk.com/our-cats/?cat=18986834,Carl,"10 Years 1 Month "," Male",False,False,False,True,False,True,"Domestic Short Hair ","Carl is an amazingly sweet boy who absolutely loves people and cuddling up on the couch, bed, chair, or basically anywhere! Carl is fairly relaxed and low maintenance, but he does show a dash of young energy once or twice a day when he loves to play with his humans and/or any toy in sight. If you’re busy, he will also happily play by himself or lay himself down somewhere and watch the day go by from a comfy position, with a lot of naps in between. When it's time for bed, Carl happily trots into the bedroom and plops himself down for the night. He loves to sleep at the foot of the bed, but also is more than happy to sleep in a comfy spot somewhere else in the room. Carl has a heart murmur, but does not need any medication. He is in need of dental surgery.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18956052,https://catcafebk.com/our-cats/?cat=18956052,Cassava & Baby Corn,"5 Months 5 Days "," Male",False,True,True,False,True,False,"Domestic Short Hair ","Cassava and Baby Corn are a delight to have around — they are playful, curious and cuddly. Baby Corn is the adventurer. He loves teasing other animals (cats or dogs), even when they are not too fond of him. It doesn't take much to get him purring — just a simple touch or sitting next to him will get his motor roaring. He adores belly rubs and will throw himself on the floor and give you his belly. Cassava is a bit shyer, but loves attention on his own terms. He enjoys cuddling during bedtime and sleeping close to his person and getting gentle pet. He is a loyal friend who will defend his person and home from dangerous vegetables — beware onions and potatoes! These bonded bffs are good with cats, dogs and children.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
17575802,https://catcafebk.com/our-cats/?cat=17575802,Castle,"7 Years 8 Months "," Female",False,True,False,True,False,True,"Domestic Short Hair ","Castle is the sweetest friend to have around the house. She might be a little slow to warm up to you at first, but once you have won her loyalty, this tabby won’t be afraid to follow you around, nudge, and nuzzle you. She will greet you at the door when you come home each day and will meow when she’s hungry or when she wants you to wake up and give her attention. She goes absolutely crazy for chicken treats and will climb onto your lap for one. Castle is independent, explorative, and confident, and a sweet household companion who takes great interest in all that her humans do. She does have some kidney issues, which are currently stable but requires a special food – which, luckily, she loves. Castle would make a great pet for any family. She is very low maintenance and mostly likes to lay in a soft bed and explore when it’s quiet, but she’s even happier when rubbing against her humans and being pet. Castle is in need of an echocardiogram and dental surgery, but we'd be happy to partner with her adopters to ensure that this lady gets the treatment that she needs to be happy and healthy.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18995049,https://catcafebk.com/our-cats/?cat=18995049,Cheeseburger & Small Fries,"6 Months 22 Days ",,False,True,True,False,True,False,"Domestic Short Hair ","Small Fries and Cheeseburger are the perfect combo. Small Fries (orange tabby) is no longer small. He has become quite the cuddlebug! He makes a great sleeping companion and quite enjoys pets. He has a moderate level of energy, so he’s neither bouncing off the walls or a total cat bed potato. The perfect level of kitten playfulness and zen. Cheeseburger could definitely be a kitty model. She is a dilute tabby with faint shades of orange, including a slice of cheddar cheese on her forehead. She enjoys pets before dinnertime and laying around like she owns the place. These kittens would do well in a quiet household and get along well with other cats.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,row_deleted
19006442,https://catcafebk.com/our-cats/?cat=19006442,CoCo,"2 Years 1 Month "," Female",False,True,False,False,False,False,"Domestic Short Hair ","CoCo is a love bug who adores other cats and humans. She is obsessed with being pet and will roll on the floor with happiness. She was found near a demolished house where she may have previously lived. She is smart, tidy, quiet and very gentle. She would make an incredible companion to another playful cat.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
19061860,https://catcafebk.com/our-cats/?cat=19061860,Cork & Maple,"4 Months 6 Days ",,False,True,True,False,True,False,"Domestic Short Hair ","Maple and Cork are two absolutely adorable kittens with sweetness and goofiness to spare. It’s hard to snap photos of these speedy siblings because they’ve always got the zoomies! Their favorite things are climbing your legs like a tree, pouncing on cat toys with a vengeance, and purring angelically when their kitten energy finally runs out. Maple is a very handsome black cat with a big belly and gorgeous green eyes. When he’s not wrestling with his sister, he’s a sucker for scritches and being held like a baby. Cork is a very petite girl with the smallest, cutest kissable face. She loves playing hide and seek and finding new heights to climb around the apartment. Together they’re an unstoppable pair, and would bring so much love and laughter to their adoptive home.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,row_deleted
18666870,https://catcafebk.com/our-cats/?cat=18666870,Corso,"1 Year 7 Months "," Male",False,True,True,False,False,False,"Domestic Short Hair ","Corso will be a sweet little addition to a patient household. Rescued from a Staten Island hoarding situation, he’s shy and wary at first but has warmed up immensely to become a funny little lovebug! He spends a lot of the day napping and lazing but will come out to socialize whenever you call for him, and likes to be underfoot wherever you are just so you know he’s there. Lately he’s been a fan of perching on top of the kitchen cabinets so he gets a good view of all the action. Corso loves bare feet and will rub his face on your toes! Scritches are very much welcomed as well, especially on the head and under the chin. Corso is a happy eater and litter box pro. While he’s not quite ready to crawl into your lap on his own, he’s open to being picked up and cuddled so maybe he’s close! He’s curious about windows and will try to climb them to check out the views. Corso likes playing with his catnip mice and sushi toys around the house, and loves batting at his wand toy, especially in the evening.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
19014809,https://catcafebk.com/our-cats/?cat=19014809,Creamy,"1 Year 7 Months "," Male",False,False,False,False,False,False,"Domestic Short Hair ","Creamy is a young, handsome orange tabby with slightly pale coloring. He’s small, energetic, affectionate, and has the cutest high pitched meow. Creamy loves to keep an eye on his humans and is a bit of a climber who will need some correction or restraint to keep him off the counters. He isn’t good at taking a hint but can easily be scooped up and put in another room. Creamy can get a powerful case of zoomies – he plays hard, leaping, backflipping, and dragging and defeathering his defeated “prey” toys. He takes long naps during the day and at night, but in the mornings and evenings he’s a friendly and very high-energy guy.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18928108,https://catcafebk.com/our-cats/?cat=18928108,"Crest, Colgate & Oral B","6 Months 26 Days ",,False,True,True,False,True,False,"Domestic Short Hair ","Crest, Colgate, and Oral B are playful, full of energy and always wrestling and chasing each other. They’re extremely affectionate and will start purring as soon as they catch sight of you and they are obsessed with cuddling. Crest (grey with white belly and feet) is very curious and the adventurer of the bunch. She is the most cuddly and loves to steal all of the attention to get all of the pets. Colgate (brown tabby) is spunky and makes the cutest little expressions. Colgate loves playing with his sisters and could chase a toy on a string for hours. Oral B (grey with spots) has giant yellow/green eyes that will melt your heart. These kittens would love to be adopted as a trio. They have a sibling that tested positive for FeLV so can’t be adopted into a home with other cats until they can get retested when they are older. We’d be happy to talk more about this if you have any questions.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,row_deleted
18576182,https://catcafebk.com/our-cats/?cat=18576182,Daniel Tiger,"4 Years 10 Months "," Male",False,True,False,False,False,False,"Domestic Short Hair ","Don’t be fooled by the semi-grumpy face – it is hard to take a good picture of Daniel Tiger because he prefers to snuggle as close as he possibly can! Daniel Tiger is a beautiful, chunky, pet-loving cat with a very loud, deep purr.  He recently became an indoor cat and is adjusting so well – his litter box habits are impeccable, he loves pets, and he is very sweet.  His hobbies include snuggling with stuffed animals, getting many pets and chin-scratches, and snoozing.  He has learned that he loves toys and especially loves the cat dancer.  We would guess that he would be a solid mouser, should that skill be necessary.  Daniel recently sat on his first lap, and likes to sit very close to whoever is petting him. He seems to like other cats and would be happy with a friend (although the resident cats in his foster home do not return the sentiment). He is a very special guy! Daniel is in need of dental surgery and we are hoping his adopters can help cover the cost – we’re happy to talk more about this!",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18986844,https://catcafebk.com/our-cats/?cat=18986844,Dax,"2 Years 0 Months "," Male",True,True,False,True,False,True,"Domestic Short Hair ","How many thumbs is too many thumbs? Dax is a friendly, playful and very easy-going guy. While he’ll occasionally go after a toy, at the end of the day all he wants is to laze around and get pets. You’ll know he’s comfortable when he starts chatting with you. Dax (and all of his extra thumbs) would be happy as a single cat or with another relaxed and polite feline friend.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
19061838,https://catcafebk.com/our-cats/?cat=19061838,Ddukbokki & Pajeon,"3 Months 17 Days "," Female",False,True,True,False,True,False,"Domestic Short Hair ",Ddukbokki and Pajeon have big beautiful eyes and the softest kitten fur! They do everything together and are constantly wrestling and/or cuddling with each other. Ddukbokki (brown and white) is obsessed with treats – especially Churu. She likes cheek scritches and will rub against her humans to ask for cuddle time. Pajeon (torbie) was found hiding in a car engine when she was a tiny kitten. She's outgoing and curious and will follow you around to keep tabs on her humans and request extra cuddles.,2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18259464,https://catcafebk.com/our-cats/?cat=18259464,Dipsy & Tinky Winky,"11 Months 19 Days ",,False,True,True,False,True,False,"Domestic Short Hair ","Dipsy and Tinky Winky are adorable, curious and wonderful to love. Dipsy is the most playful boy you’ll ever meet. A curious kitty that can make a game out of anything… and he will! He loves scratches and attention. He likes to sit in your lap and cuddle for a snooze before getting back to playtime! Always the first to initiate playtime with his siblings, he knows how to have a good time. He’s a brave and adventurous boy. With his silky black and white fur, crisp green eyes, and a long and languid frame, Dipsy looks ever at ease stretched out on a favorite chair in the sun. The braver of the pair, he is adventurous, easygoing, and eager to explore. Tinky Winky takes her time sizing things up, but is well worth the wait. This stunning girl never refuses a treat. A true beauty, petite and with piercing eyes and a perfectly tabby patterned coat, she is shy, but so very sweet.",2023-02-27 22:49:46+00:00,https://catcafebk.com/our-cats/?cat=18259464,Dipsy & Tinky Winky,"1 Year 4 Months ",,False,True,True,False,True,False,"Domestic Short Hair ","Dipsy and Pinky Winky are playful balls of energy! They will have you laughing at their antics and will definitely make their presence felt in your home. They love to play, pounce and wrestle and are fed of toys, boxes and any small object they can bat around. Dipsy (black and white boy) is the braver, more inquisitive and more confident of the pair. He loves snuggles (and is happy as the big or little spoon) and regularly seeks out affection. He trills to get your attention and frequently asks for pets, following you from room to room. Tinky Winky (tabby girl) is the shyer of the pair and likes her space. She prefers to interact on her own terms, and while not fond of pets, she does enjoy interacting with feet through the bed covers. They both love food and are wild about Churus — Dipsy, in particular, can sniff out a freshly opened packed from the other side of the apartment and will rush to get some into his belly immediately! Tinky Winky loves Churus too, although she is a lady with manners and is more reserved about asking for it. These sweet young cats are looking for adopters who will give them the time and patience to feel comfortable and the confidence to open up in their own way.",2023-07-08 17:08:34+00:00,False,False,True,False,False,False,False,False,False,False,False,True,True,row_modified
17759824,https://catcafebk.com/our-cats/?cat=17759824,Dolly & Lulu,"13 Years 10 Months "," Female",False,True,False,False,True,False,"Domestic Short Hair (short coat) ","Dolly and Lulu are bonded 13-year-old sister lap cats who are affectionate and loving. Lulu is the black cat and Dolly is the white cat with black spots. They cuddle together like yin and yang. They are also very much enjoy human company and warm people laps. Even though they are 13 years old, they still love to play with feathers, lasers and balls. Lulu was born to be a lap kitty. Whomever is lucky enough to have Lulu in their lap, will be rewarded with a look of complete adoration and a warm purr. Lulu loves affection, she loves company and she loves chilling out with her sister Dolly. She is a true lover. Dolly has an intrepid, brave spirit while still being very affectionate. She very rarely cries and asks for very little (other than some delicious wet food). She is very intuitive and often knows when you are feeling stressed or down in which case she will come hop on your lap.She still loves to play feather games and has caught more laser beams than any other cat on the block. Their current owner rescued them outdoors as kittens but a parent who is allergic to cats is moving in with the family and she can no longer keep them. Lulu is missing her right front paw, but it has caused her no trouble at all. Dolly and Lulu are spayed and up to date on vaccines. Both cats will need some extra medical care. Lulu needs dental work. Dolly could likely use dental work as well and might do well to take a joint supplement. Interested adopters can discuss with their current owner any costs for their care. *Courtesy Posting: This cat is being independently offered for adoption by a rescuer who is not a representative of BBAWC or Brooklyn Cat Cafe. The rescuer offering this cat is responsible for the content of this post and any medical records and vaccines. BBAWC and Brooklyn Cat Cafe cannot vouch for any information in this post. An adoption fee will be charged by the rescuer.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
19014938,https://catcafebk.com/our-cats/?cat=19014938,Dumont Tiger,"3 Years 7 Months "," Male",False,True,True,True,False,True,"Domestic Short Hair ","This handsome, ginger boy, with magically floofy ears, is as energetic and curious as he is sweet. Dumont loves attention of any kind and seeks it out constantly - to the chagrin of his foster, sometimes a little too early in the morning. He is forgiven quickly when he begins to purr like a motorcycle or starts his entertaining antics - one second he's sitting in a loaf position, and in another his ears will charge up and he's running, attacking something imaginary (or sometimes a chair). This boy is enthusiastic about all things food and is not at all shy about letting you know how he feels so be prepared for his quick sprint when he gets an inkling that it is mealtime. Dumont is a joy to return home to - greeting you with headbutts and following you around in order to be close by, all the while singing his sweet signature purr. Because Dumont has FeLV, he can only be around other FeLV cats, but he is visibly healthy with no outward signs of FeLV. He will have the best chance at living many more years in a caring home with a proper diet.",2023-02-27 22:49:46+00:00,https://catcafebk.com/our-cats/?cat=19014938,Dumont Tiger,"3 Years 11 Months "," Male",False,False,False,True,False,True,"Domestic Short Hair ","This handsome, ginger boy, with magically floofy ears, is as energetic and curious as he is sweet. Dumont loves attention of any kind and seeks it out constantly - to the chagrin of his foster, sometimes a little too early in the morning. He is forgiven quickly when he begins to purr like a motorcycle or starts his entertaining antics - one second he's sitting in a loaf position, and in another his ears will charge up and he's running, attacking something imaginary (or sometimes a chair). This boy is enthusiastic about all things food and is not at all shy about letting you know how he feels so be prepared for his quick sprint when he gets an inkling that it is mealtime. Dumont is a joy to return home to - greeting you with headbutts and following you around in order to be close by, all the while singing his sweet signature purr. Because Dumont has FeLV, he can only be around other FeLV cats, but he is visibly healthy with no outward signs of FeLV. He will have the best chance at living many more years in a caring home with a proper diet.",2023-07-08 17:08:34+00:00,False,False,True,False,False,True,True,False,False,False,False,False,True,row_modified
18950799,https://catcafebk.com/our-cats/?cat=18950799,Earthquake & Wildfire,"4 Months 25 Days ",,False,True,True,False,True,False,"Domestic Short Hair ","Earthquake and Wildfire are inseparable balls of energy and joy. Wildfire (brown tabby with spots on his belly) is a champion snuggler. He jumps up on the couch and folds himself in as close as possible to the nearest human. Earthquake (white with fascinating black splotches and soulful eyes) has been slower to appreciate the delight of snuggles but we’re sure that with a little more time and patience, she’ll continue to come out of her shell and be the most lovely and loving kitten around. In the meantime, Wildfire plays the protective brother by looking out for her and making sure she’s still involved in whatever games, explorations, and mischief that he gets up to. Both kittens have beautiful voices and call to each other in little chirps and cat songs when they’re playing or can’t find each other. They both enjoy Churu, zooming around the house at top speed, and playing with their favorite toy - a cat wand with ribbons, feathers, and a bell tied to a spring.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,False,True,True,True,True,True,True,True,True,True,row_deleted
18990417,https://catcafebk.com/our-cats/?cat=18990417,Elmo,"9 Months 21 Days "," Male",False,True,True,False,False,False,"Domestic Short Hair ","Elmo is a gentle, playful boy just waiting to blossom! He never tires of chasing wand toys and ball toys, sometimes launching himself onto the scratching post in hot pursuit. Elmo has not met a toy he doesn’t like! When he’s feeling safe around you, he loves scritches and turns into an absolute purring machine. He is currently afraid of strangers and sudden actions, and needs to be in a patient home where his boundaries are respected. He will also thrive in a home where he gets a lot of active play time. With the right support, Elmo warms up quickly and wants to follow you around, protect you while you’re using the toilet, and help you with your chores by chasing the Swiffer. He also has the cutest little chirps.",2023-02-27 22:49:46+00:00,https://catcafebk.com/our-cats/?cat=18990417,Elmo,"1 Year 2 Months "," Male",True,True,True,False,False,False,"Domestic Short Hair ","Elmo is a gentle, playful boy just waiting to blossom! He never tires of chasing wand toys and ball toys, sometimes launching himself onto the scratching post in hot pursuit. Elmo has not met a toy he doesn’t like! When he’s feeling safe around you, he loves scritches and turns into an absolute purring machine. He is currently afraid of strangers and sudden actions, and needs to be in a patient home where his boundaries are respected. He will also thrive in a home where he gets a lot of active play time. With the right support, Elmo warms up quickly and wants to follow you around, protect you while you’re using the toilet, and help you with your chores by chasing the Swiffer. He also has the cutest little chirps.",2023-07-08 17:08:34+00:00,False,False,True,False,True,False,False,False,False,False,False,False,True,row_modified
18234354,https://catcafebk.com/our-cats/?cat=18234354,Emmy Stache,"1 Year 7 Months "," Female",True,True,True,False,False,False,"Domestic Short Hair ","Emmy is a wide-eyed little lady with a half mustache who exudes non-stop friendliness and an earnest desire to be pet, even when her flight instinct slightly delays the process. Although initially a bit shy when she meets someone new, she will just dash away into a safer spot and then wait to be followed for scritches. The person who takes the time to build trust with Emmy will have earned a silly sweetheart of a best friend. Emmy is energetic and playful and loves swatting toys around and finding fun games with curtains and rugs. She is patient when becoming friends with other cats, but is overjoyed when they are ready for a wrestling match or a good chase. She is currently living with a dog and doesn’t seem to mind. Emmy was rescued during the rain from outside of a playground in Fort Greene. The next day, tiny kittens were found on the opposite side of the playground, and we realized that they were her’s and Emmy was so relieved to be united with her babies. Now that they are older, she is enjoying the opportunity to be a kitten herself. Emmy would be happiest in a home with at least one other young and playful feline friend and would probably do well with polite young humans as well. It has been such a joy watching this sweetheart blossom now that she’s safe and healthy and her forever family will be lucky to help her continue her journey.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
17670405,https://catcafebk.com/our-cats/?cat=17670405,Evo,"1 Year 10 Months "," Male",False,True,True,False,False,False,"Domestic Short Hair ","Evo is playful and food motivated young tabby gentleman. He was rescued as part of a TNR project, but quickly made it clear that he would prefer to become an indoor cat. He plays well with other cats and loves all toys, although his favorite is feather wands.",2023-02-27 22:49:46+00:00,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,row_deleted
18844861,https://catcafebk.com/our-cats/?cat=18844861,Fennel & Stowaway,"4 Months 26 Days "," Male",False,True,True,False,True,False,"Domestic Short Hair ","Let’s get ready to rumble! Fennel (white and gray) and Stowaway (brown tabby) adore a good game of chase, tumbling and LOTS of wrestling. These semi-pro wrestlers play hard but love hard too - after wearing themselves out, they are eager for some pro snuggles and cuddles. Stowy likes to sit on laps and chests for lots of pets and will then settle down for a snooze on top of your propped up legs. She’ll make sure to make frequent trips back to your lap for more pets before snuggling back onto her favorite leg spot. Make sure you have a blanket or a throw when you are watching TV or reading a book because Fennel loves to crawl under a blanket and snuggle into your lap. Once he’s warmed up, he’ll crawl out from under the blanket and happily sit on your chest and reward you with lots of nose kisses while he gets his requested pets. Fennel’s other favorite spot is sitting behind you on the sofa so he can wrap himself around your neck and purr loudly into your ear.",2023-02-27 22:49:46+00:00,https://catcafebk.com/our-cats/?cat=18844861,Fennel & Stowaway,"9 Months 7 Days "," Male",False,True,True,False,True,False,"Domestic Short Hair ","Meet Fennel and Stowaway, the dynamic duo of cuteness and love! This sweet pair are looking for a forever home where they can snuggle, play, and be loved unconditionally. Fennel (white and grey), the cuddle bug of the pair, is a lap cat who loves nothing more than to snuggle up with his human friends and keep you company while you work from home. He's gentle, affectionate, and always eager to please. On the other hand, Stowaway is a curious tabby who loves to explore her surroundings and find new adventures. She's playful, energetic, and always ready for some fun. Despite their different personalities, Fennel and Stowaway share a deep love for people and are the ultimate purr machines. Once they get to know you, they'll melt into your arms and make you feel loved and appreciated. Whether you're looking for a companion to snuggle up with on a rainy day or a playmate to keep you entertained, these two kittens are the perfect fit.",2023-07-08 17:08:34+00:00,False,False,True,False,False,False,False,False,False,False,False,True,True,row_modified
19061630,https://catcafebk.com/our-cats/?cat=19061630,Finn,"11 Years 0 Months "," Male",False,False,False,True,False,True,"Domestic Short Hair ","Finn is a sweet, curious, and independent who adpres being pet – even his belly! He gets chatty when he knows it’s feeding time and will sometimes meow just for the heck of it – lots of fun “meowing” back and forth with his human. He’s been steadily warming up to his foster’s two roommates. Finn is a great work from home buddy, always respectful of the need for space and quiet. He likes his own space and can nap for hours, so if you live a busy life, you won’t need to worry about keeping him entertained or out of trouble. When beckoned, though, he always comes out ready to play. If you’re looking for an affectionate, self-reliant, mature companion, Finn is the guy for you. Finn is an older guy with some medical needs including an echocardiogram and dental surgery. We are happy to talk more about these entail and find ways to partner with his adopter to ensure he gets the care that he needs.",2023-02-27 22:49:46+00:00,https://catcafebk.com/our-cats/?cat=19061630,Finn,"11 Years 4 Months "," Male",False,False,False,True,False,True,"Domestic Short Hair ","Finn is a sweet, curious, and independent who adpres being pet – even his belly! He gets chatty when he knows it’s feeding time and will sometimes meow just for the heck of it – lots of fun “meowing” back and forth with his human. He’s been steadily warming up to his foster’s two roommates. Finn is a great work from home buddy, always respectful of the need for space and quiet. He likes his own space and can nap for hours, so if you live a busy life, you won’t need to worry about keeping him entertained or out of trouble. When beckoned, though, he always comes out ready to play. If you’re looking for an affectionate, self-reliant, mature companion, Finn is the guy for you. Finn is an older guy with some medical needs including an echocardiogram and dental surgery. We are happy to talk more about these entail and find ways to partner with his adopter to ensure he gets the care that he needs.",2023-07-08 17:08:34+00:00,False,False,True,False,False,False,False,False,False,False,False,False,True,row_modified
