cat_id,url,cat_name,age,gender,cafe_cat,kid_approved,dog_approved,companion_cat,bonded_pair,single_cat,type,description,system_import_at
19335186,https://catcafebk.com/our-cats/?cat=19335186,Possum,2 Years 3 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,"Possum is a guy who takes pleasure in the simple things: head scratches, staring out the window, and of course, bathtubs. He might take a few days to decide if you’re chill enough to hang with him, but once he does he’s sweet as can be. Possum is a happy and loving guy who just wants to hang out next to his people while he makes biscuits, and he’s happy to entertain himself by chasing spring toys all through the house.",2023-07-08 17:41:14+00:00
18849368,https://catcafebk.com/our-cats/?cat=18849368,Quip & Remsen,11 Months 22 Days ,,False,False,True,False,True,False,Domestic Short Hair ,"Quip is a high-energy firecracker. She is inquisitive, athletic, and will chase any toy you throw at her. Expect a nightly case of the zoomies and overall playfulness that will keep you enchanted. She definitely requires a keen eye, as she’s known to get into trouble and has a feisty side. When she’s not in daredevil mode, she is absurdly affectionate. She will climb all over you in the middle of your work, sleep, whenever. She loves to make biscuits and curl up on people’s necks, so expect a good cuddling when she’s tired out. Bonus: she feels like a cloud, will the softest, prettiest fur ever. She can be a bit rough when playing with other cats, so make sure you watch her carefully and can deter any aggressiveness. Remsen is more reserved than his BFF, but definitely has some of that kitten energy. He is super affectionate but may take longer to open up. His face resembles a mini tiger, and he has a gorgeous, thick, and warm tabby coat. Remsen is a little genius cat, who loves finding hidden treats and discovering whatever climbing spots you have. He adores treats andhis favorite time is meal-time. In between waiting for dinner and lunch, he's typically cozied up on a pillow or next to the window watching TV or people.",2023-07-08 17:41:14+00:00
19189601,https://catcafebk.com/our-cats/?cat=19189601,Rory,2 Years 4 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Rory is a gorgeous petite gray and white long haired kitty. When she was living outside, she would come up to her feeders and thank them by rubbing on their legs. Rory is very shy at first, but will open up with patience and time. She is very sweet, but doesn’t yet know how to trust humans. Rory has FeLV so needs to either be a single cat or live in a home with other FeLV cats.",2023-07-08 17:41:14+00:00
19471345,https://catcafebk.com/our-cats/?cat=19471345,Ruby Rhod,5 Months 2 Days , Male,False,False,False,False,False,False,Domestic Short Hair ,"Ruby Rhod is a rescue kitten from the back yards of Brooklyn. He is brave, investigate, curious, playful and affectionate.  He can still be a bit jumpy about being picked up,  but is otherwise a confident, chill kitten. He loves toys more than food but can be persuaded in most things by ether one. He has a powerful purr! This cat needs to be adopted with a friend similar in age -- applications for them as a single cat will not be answered.",2023-07-08 17:41:14+00:00
19130069,https://catcafebk.com/our-cats/?cat=19130069,Saige & Jacuzzi,8 Months 16 Days , Female,False,False,True,False,True,False,Domestic Short Hair ,"Silly snugglebugs Saige and Jacuzzi are the best of friends. Saige loves exploring snd chasing after her favorite yellow bell toy and will carry it around in her mouth, parading it through the hallways. She loves a good wrestling match and then a nice snuggle on your chest, turning into a purr machine as she falls asleep. Jazz is a bit shyer, but she adores scritches and churus!",2023-07-08 17:41:14+00:00
19130144,https://catcafebk.com/our-cats/?cat=19130144,Sapphire,4 Years 3 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Sapphire is a simple gal — all she needs to be happy is a cozy blanket and some cheek scritches. She’s calm, she’s curious and she’s happy to explore the corners of your home on her own. but at the end of the day, she’s the happiest snuggling with you. Sapphire will let you know with a gentle nip when she wants to turn pet time into play time, but she’s not fussy and generally pretty quiet. She’ll only break out her voice when she wants that treat or really really wants your attention! She’d prefer to be a single cat.",2023-07-08 17:41:14+00:00
18666840,https://catcafebk.com/our-cats/?cat=18666840,Scotty,5 Years 8 Months , Male,False,True,False,True,False,True,Domestic Short Hair ,"With dazzling golden eyes and a peaceful disposition, Scotty is a delightful companion with nothing but love to give. This guy loves a good nap and is happiest when he's getting head and chin pets. In between naps and pets, he likes to spend time on his scratch pad. Although he's not sure what to make of catnip, it sure does bring out his party side! If he isn't napping, exploring, by your side, or on his scratch pad, you might find him admiring his reflection in the mirror. Love this guy's confidence! At bedtime, he'll give you a quick goodnight cuddle before settling at your feet for the night. Scotty is super easy going, so if you don't want him in bed, he's likely to happily find another cozy spot. He is around five and would do best as an only cat. He may be ok with older children as long as they are gentle with him. Scotty LOVES human visitors. He quickly comes to greet new guests, making sure everyone has an opportunity to give him pets or play. But Scotty is way too cool to be overbearing--he mostly just wants to chill out where the action is. Scotty is a delightful kitty with so much love to give. He’s social and playful, but earnest in his own hilarious way.",2023-07-08 17:41:14+00:00
19189673,https://catcafebk.com/our-cats/?cat=19189673,Senora,10 Years 3 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Señora will do anything for a good cuddle. This laid back lady spends most of the day relaxing — if possible, in your lap! The only thing she loves more than relaxing is snuggling. She will ignore toys, treats, and catnip for a snuggle. If you love a calming presence and don’t mind a little cat drool with your snuggles then you’ll have a great time with Señora.",2023-07-08 17:41:14+00:00
19426389,https://catcafebk.com/our-cats/?cat=19426389,Shilling & Zine,4 Months 10 Days , Female,False,False,False,False,True,False,Domestic Short Hair ,"Zine and Shilling are two kittens who took it upon themselves to be the most special and perfect calicos in the world. Zine, with her beautiful swirl-patterned coat and beady eyes, demands your attention at all times, which she of course deserves. Shilling, who is mostly dark-colored except for her white chin and paws, is about to steal your heart with her stunning looks and she knows it. Zine is extremely sweet and will follow you everywhere, whether you’re working, napping, or watching TV. She will remind you to take healthy breaks from whatever screen you’re staring at by butting her head in between you and said screen. The only thing she might enjoy more than cuddle sessions with you is bonkers playtime inside cardboard boxes! Shilling might play a little bit harder to get at first, but she will immediately melt into a purring puddle for a good belly rub. Her favorite pastimes include hiding around the corner for a sneak attack during play time and curling up to snooze by your side or in the sunlight. Although they first met each other in their foster home, Zine and Shilling have become best friends and are looking to be adopted into a forever home together as a pair.",2023-07-08 17:41:14+00:00
18468182,https://catcafebk.com/our-cats/?cat=18468182,Slater & Reddy,1 Year 2 Months , Male,False,True,True,False,True,False,Domestic Short Hair ,"Slater and Reddy are adorable brothers who love nothing more than a good wrestle or snuggle session with one another. They’re both quite playful and can’t resist a cat toy or a found piece of string. Slater is a white and tabby mix who is sweet as can be and loves to eat. Slater enjoys exploring the house and is really respectful of everyone around him. He has warmed up to our family beautifully, and is incredibly sweet with our young kids. He can easily be lured with a treat or some good scratches behind the ears. He’s particularly attentive at meal time and is always the first to his dish. He’s super gentle and careful with his claws and is a joy to have around the house. Reddy is a beautiful, soft and shy black and white cat with a playful streak. He takes a lot of cues from his brother and has begun warming up to our family. He’s also gentle and never aggressive, but can be quite skittish and spends a fair amount of time under the couch. However he truly can’t resist a toy and is always in the mix at playtime.",2023-07-08 17:41:14+00:00
19426364,https://catcafebk.com/our-cats/?cat=19426364,Sporadic Sutter,5 Years 3 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,"Sporadic Sutter is an absolute delight to have around at home. He is so loving and loves to be pet on the head - petting him (over food or anything else) was how we first got him to come out of the bathroom when he arrived! He sheds, so his fosters loves sitting on the ground and brushing him, which he also loves. He only meows when it’s around meal time and has no problem using the litter box. A wand toy and a soft blanket are two necessities to have. He’ll get active after breakfast, after dinner, and again around 10, so that’s when his foster knows to get out the toy. He’s not a picky eater and loves his Temptations treats. His strength is using his senses to find something, so he likes when his foster throws the treat down the hallway so he can practice finding it. Recently, he’s enjoyed sitting on the windowsill and watching the birds and outside action on the street below. He’s been open and loving to other people who visit his temporary home. He’s so loyal and will typically follow his fosters around the apartment as they go about their day. All in all, Sporadic makes his people laugh all the time. He’s so sweet, and whoever adopts him will be lucky!",2023-07-08 17:41:14+00:00
18989734,https://catcafebk.com/our-cats/?cat=18989734,Sriracha & Sambal,10 Months 4 Days ,,True,True,True,False,True,False,Domestic Short Hair ,"Sambal and Sriracha may have spicy names, but they are as sweet as can be. They are very attached and are always snuggling together. Sriracha (black and white) is adventurous and loves to play. She is always the first to check out a new space or toy while her brother watches from afar. Sambal (black) has ""grumpy old man"" energy, and he would love to take a snooze in the sunshine with his sister. If you have a heated blanket, that's your ticket to all-night snuggles. These adorable siblings will bring so much joy to your home, both from their love for each other and their pending love for you!",2023-07-08 17:41:14+00:00
19471319,https://catcafebk.com/our-cats/?cat=19471319,T-Bone & Ribeye,3 Months 19 Days ,,False,False,False,False,True,False,Domestic Short Hair ,"T-Bone (grey and white, girl) and Ribeye (black and white, boy) are the sweetest pair of siblings! T-Bone is the biscuit-making queen! She loves cozy blankets and soft towels but would much rather prefer your lap for a nap if its available! T-Bone just wants to be near you and will follow you around during the day, then sleep by your feet at night, cuddled up with her brother! T-Bone is a bit of a food-hound and goes a little bananas around people-food and certain treats. She’s still learning, but a little patience goes a long way! Ribeye is the explorer of the pair and is a curious guy! He’s super playful and will play with anything! He loves wand toys, little mice toys he can bat around, and especially the cat laser, which he and T-Bone will chase around for as long as possible! Ribeye is so full of personality and is an affectionate little guy! He loooves attention so don’t be surprised if he seemingly randomly runs up to you, meowing and trilling, looking for pets! Once you start petting him, he’ll start purring instantly and will eventually lie down in your lap, purring until he falls asleep. Both T-Bone and Ribeye sleep through the night and are fairly quiet if they do get up at all. They usually get their playtime and zoomies out during the day where they’ll run around and chase each other, which makes for the cutest entertainment!",2023-07-08 17:41:14+00:00
18570818,https://catcafebk.com/our-cats/?cat=18570818,Tampico & Saint Cyr,1 Year 1 Month ,,False,True,True,False,True,False,Domestic Short Hair ,"Tampico and Saint Cyr are two adorable kittens that will fill your house with joy -- and they know tricks! Tampico understands “sit”, and Saint Cyr knows “shake”. Tampico is smart, but a bit shy. She likes to play with toy rats and loves to snuggle. Once she hears you sit down she will be on your lap in an instant. She purrs so loud that you can hear her from across the room. Although she can be a real hide-and-seek player in the beginning, after she gets to know you, she will be with you everywhere around the house. Saint Cyr is more playful. He likes to explore and play with everything he can find (even a tissue). He is a real foodie and loves treats, but sometimes he will be more interested in human food than his own. Saint Cyr doesn't like cuddles that much, but he will greet you with rubs even if you are just coming out of your room.",2023-07-08 17:41:14+00:00
19062612,https://catcafebk.com/our-cats/?cat=19062612,Temporary Shadow,1 Year 3 Months , Female,False,True,True,False,False,False,Domestic Short Hair ,"Temporary Shadow is an active and cuddly young cat. She loves to be pet around her head and will roll around her back to ask for belly rubs. She is very energetic and constantly playing, although she does occasionally take a quick break for a snooze. She is quick to adapt to new environments and would be happiest in a home with an age appropriate feline friend.",2023-07-08 17:41:14+00:00
18759102,https://catcafebk.com/our-cats/?cat=18759102,Tito Howard,4 Years 11 Months , Male,False,True,False,True,False,True,Domestic Short Hair ,"Tito is huge cheeks with a little bit of a cat – seriously, the size of Tito's cheeks make every chipmunk jealous! Tito also might be part dog. He comes running when called as long as it comes with scritches. He is very fond of the bed and has also recently discovered the lap. Be prepared to be trapped for hours as this guy really likes to snuggle. Just make sure your glass has plenty of Tito’s in it before your lap does, and you’re set for movie night snuggled on the couch! Tito has FeLV so needs to be adopted as a single cat or into a home with another cat positive for feline leukemia (we think that Tito would prefer a home all to himself). Although generally cats with FeLV have shorter lifespans than other cats, Tito is currently in great health.",2023-07-08 17:41:14+00:00
19072624,https://catcafebk.com/our-cats/?cat=19072624,Tuki,5 Years 4 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Tuki is a very cute petite lady with a short tail like a bunny. She may be reserved at first, but once comfortable, she will enjoy scratched on her head and cheeks. She also loves to be brushed. Tuki doesn’t mind being with other cats, but she can also be a solo cat.",2023-07-08 17:41:14+00:00
19278184,https://catcafebk.com/our-cats/?cat=19278184,Tully,3 Years 5 Months , Male,True,False,False,True,False,True,Domestic Short Hair ,"Tully is a sweet boy who loves to rub on your legs, follow you around and have a chat! He loves to curl up next to and/or on top of his favorite humans for a cuddle. Tully is happiest when he's around people, whether they're working, eating, or just lounging around with friends. He loves morning brushes and playing with string toys, and he's even learned how to sit on command for snacks and right before meal time. When he's feeling a bit overstimulated, he'll let you know and just needs a few minutes to himself before always coming back for more love and attention. Tully would prefer a home without very young children or other animals. Tully is FIV+ and will live a normal healthy and long life when provided with quality care such as a balanced diet and yearly wellness exams (like any cat). As FIV+ is not transmittable between neutered/spayed cats under normal circumstances, we are happy for FIV+ cats to mingle with FIV- cats in their adoptive homes.",2023-07-08 17:41:14+00:00
19426373,https://catcafebk.com/our-cats/?cat=19426373,TW & Sapling,1 Year 3 Months ,,False,False,False,False,True,False,Domestic Short Hair ,"These siblings are a hilarious duo. Both are gorgeous, sleek black cats, Sapling with fiery red undertones in her fur that glow in the sunlight and TW with adorable white markings on his belly that resemble a bikini (perfect for him because he loves to sunbathe). Sapling likes to be in the same room as other people, or birdwatching out a window. She’ll let you pet her, but in true cat fashion it has to be on her terms. She is a fanatic for feathers and toys with bells on them and will gladly play all day. TW is a big shy sweetheart. It takes him a while to come out of his shell and he likes a cozy place to retreat to when new people are around. When he gets to know you, he curls right up next to you ready for pets and belly rubs. They’re both great eaters with a taste for fishy treats! They love an opportunity to play around with either ribbons or proper cat toys. They love playing and wrestling with each other and get along very well with other cats. That said, they’re also happy being the only two cats around. They’d make an adorably great addition to your house/apartment.",2023-07-08 17:41:14+00:00
19186640,https://catcafebk.com/our-cats/?cat=19186640,Valentine,3 Years 3 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,"Valentine is a handsome, slightly scruffy, earnest boy who has seen some hard times. He’s a little broken and his confidence has worn off, but he is so grateful and excited about any positive attention — headbutting and rolling around. He's so happy to see you for a cuddle and some scritches, but as soon as you move away, he is pretty sure that nothing good is going to happen and will cower away and try and hide. It’s so sad to see such a lovely sweet kitty be so scared — he clearly had some pretty bad experiences before he came to us. If you are interested in giving this lonely boy some time and attention and help him get over his fears he would be the best companion.",2023-07-08 17:41:14+00:00
19130161,https://catcafebk.com/our-cats/?cat=19130161,Vixen,4 Years 10 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Vixen is a small female tabby with adorable white cheeks and a long tail. Vixen is a confident cat and will immediately greet and rub against strangers. She is quiet and calm and spends most of her time lounging where she can have a good view of the room. She likes to have her head and back brushed, and to play with toys. When she gets the zoomies, she sometimes puffs her tail out all the way and romps around. Vixen will meow unhappily or hiss if you try to pick her up or touch forbidden areas like the legs and belly. That said, with a bribe of Meow Mix Irresistibles cat treats she has become much more accepting of petting and she may continue to adjust. Vixen does not like other cats. Respect her needs and she makes an affectionate, incredibly cute, and easy-going little friend!",2023-07-08 17:41:14+00:00
19383868,https://catcafebk.com/our-cats/?cat=19383868,Wallflower & Wavelength,4 Months 1 Day ,,False,False,False,False,True,False,Domestic Short Hair ,"Wallflower and Wavelength are like caricatures of adorable kittens. They wouldn’t look out of place in a Looney Tunes cartoon! And their perfect little faces are matched only by their amazing personalities. Wavelength is an intrepid explorer, climbing over every surface until he eventually finds your lap and snuggles down for a nap. His huge white ears and big green eyes are too cute for words. Wallflower is his slightly more relaxed partner in crime – she likes to observe his antics, occasionally give chase, and then settle in by your feet. She’s a tuxedo beauty with a perpetually surprised expression, highlighted by perfect white whiskers. These sweet siblings are affectionate, playful, and goofy, and they’re sure to get along with anyone. These two cats are bonded and must be adopted together, applications for just one of them will not be processed. Please note that they may not yet be spayed/neutered -- their adoption fee may be higher to cover their surgeries.",2023-07-08 17:41:14+00:00
19014862,https://catcafebk.com/our-cats/?cat=19014862,Whitley,11 Years 0 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Whitley is a very sweet and friendly feline. With a calm demeanor and gentle nature, Whitley is perfect for those seeking a more independently minded companion. She is comfortable with being picked up in your arms and she loves receiving head and chin scratches. Whitley is currently on a wet food diet as she is showing symptoms which may be related to kidney disease. While tolerant of other cats, she prefers an area she can call her own.",2023-07-08 17:41:14+00:00
19381463,https://catcafebk.com/our-cats/?cat=19381463,Whizbang,9 Years 3 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,"If you’re looking for a chillaxed cuddle bug, Whizbang is your boy! This handsome tabby boy is looking for a forever home where he can lounge with his human and shower them with love and affection. He loves to be pet and will flop over to show his belly for a rub. He purrs (every day a little louder than before), kneads like the expert biscuit maker that he is and thoroughly enjoys a paw massage. This sociable boy loves to meet new people and be in the center of the action. He’s not a picky eater and excitedly chirps at meal times to let you know he is in his happy place. Whiz is unimpressed with the dog in his foster home and we suspect he would be happiest as your one and only cat. This cat may need dental surgery sometime in the near future – we’re happy to tell you all about it.",2023-07-08 17:41:14+00:00
19361336,https://catcafebk.com/our-cats/?cat=19361336,Yakiniku,6 Months 29 Days , Male,True,False,True,False,False,False,Domestic Short Hair ,Yakiniku is a chatty kitten who loves head scritches and sharing his feelings. He’s a cuddler in progress and still needs some time to get comfortable to new situations. He’s young and playful and would be happiest with an age and energy appropriate feline friend.,2023-07-08 17:41:14+00:00
19073101,https://catcafebk.com/our-cats/?cat=19073101,Yarrow,6 Years 7 Months , Female,False,False,False,True,False,True,Domestic Short Hair ,"Yarrow is a sweet, cuddly lady who loves to snuggle! She spends most of her day napping on every available soft/warm surface: on the couch, armchair, the sweatshirt that was accidentally left on the floor for an hour. Despite only having one eye, she maneuvers expertly through the apartment. Yarrow doesn’t have a traditional ‘meow’ (she will open her mouth to meow but only a barely discernible squeak will come out) - though she has something that sounds like chronic congestion / asthma that makes her sound like a mini one-eyed Darth Vader. Occasionally, when she’s really trying to get your attention, she’ll howl (sounds like someone complaining “Ow…. Ow….”). But no meowing. Just sniffling and occasional howling, no in between! She is such a gem.",2023-07-08 17:41:14+00:00
18989033,https://catcafebk.com/our-cats/?cat=18989033,Yoda,7 Years 7 Months , Male,False,True,False,True,False,True,Domestic Short Hair ,"Yoda is the most snuggly lap cat one could ask for. This friendly boy is a gentle giant who will crawl onto your lap or chest and make himself at home. He loves chin scritches, belly rubs, and being held like a baby, spooned, cradled, petted…you name it. He also loves to lick humans, and will lick your hand / arm / face if you let him. Since he is so social, he will be happiest in a home with people who are able to give him the attention he seeks and who either work from home or have a flexible schedule and won’t leave him alone for extended periods of time over multiple days. Yoda is a lowkey cat, who spends most of the day napping in a quiet spot. He lives up to his name, and really does look like a version of baby Yoda with his wide-set ears and sleepy eyes. He’s not a picky eater and gets chatty when he’s hungry and will tell you he wants food with his sweet meow! He likes to play with wand toys. At night he sleeps on the foot of the bed or will climb up and curl up into a body nook. He is not a fan of closed doors. Yoda does have some health issues that we are getting under control and we'd be happy to talk more about what this sweet guy needs to get healthy.",2023-07-08 17:41:14+00:00
19189665,https://catcafebk.com/our-cats/?cat=19189665,Zipper,3 Years 2 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,"Zipper is the friendliest work from home companion and wants to be wherever you are, typically headbutting so much that it’s difficult to type (but perfect for zoom)! He loves people and will deal you out for cuddles and headbutts. He’s still adjusting to his new living environment is scared of suddenly movements and loud noises, so a calm household would the best fit.",2023-07-08 17:41:14+00:00
